id,began_at,ended_at,device_id,began_at_gmtm,ended_at_gmtm,score,created_at,updated_at
baa358e2-2b38-4277-b7bd-3d5481c19ac4,2022-04-25T14:14:16.423000+00:00,NaT,e7e82765-3e18-45ed-ade0-4eaa0b272d23,0,,,2022-04-25T14:14:13.816945+00:00,2022-04-25T14:14:13.816945+00:00
2d98b845-41a6-4f26-8d2e-65ca33ee549c,2022-04-25T14:20:54.447000+00:00,NaT,e7e82765-3e18-45ed-ade0-4eaa0b272d23,0,,,2022-04-25T14:20:51.837393+00:00,2022-04-25T14:20:51.837393+00:00
4ff8a8ab-c230-4f01-a2ab-a8c28e0a488a,2022-04-25T14:26:13.091000+00:00,2022-04-25T14:29:38.923000+00:00,e7e82765-3e18-45ed-ade0-4eaa0b272d23,0,205775.0,372.0,2022-04-25T14:26:10.484589+00:00,2022-04-25T14:29:36.319602+00:00
eebde4a0-1337-4bf7-8f40-5b6c89000088,2022-04-25T14:30:38.071000+00:00,NaT,61d86f96-7460-400c-bd84-37ba0f93daf6,0,,,2022-04-25T14:30:39.118012+00:00,2022-04-25T14:30:39.118012+00:00
219b78f7-e543-41c0-852f-3da8e95b8fce,2022-04-25T14:47:05.740000+00:00,2022-04-25T14:50:25.479000+00:00,e7e82765-3e18-45ed-ade0-4eaa0b272d23,0,199521.0,517.0,2022-04-25T14:47:03.163071+00:00,2022-04-25T14:50:22.901411+00:00
ec9c25e7-fc4d-4428-a804-42f551cd8859,2022-04-25T15:02:31.212000+00:00,2022-04-25T15:07:17.309000+00:00,e7e82765-3e18-45ed-ade0-4eaa0b272d23,0,143970.0,0.0,2022-04-25T15:02:28.622843+00:00,2022-04-25T15:07:14.721628+00:00
970bba3c-143a-424b-83ec-93df80702d31,2022-04-25T15:17:26.703000+00:00,NaT,aa9371cb-74f7-4f20-94c6-30355a495cdb,0,,,2022-04-25T15:17:27.972825+00:00,2022-04-25T15:17:27.972825+00:00
e5f93a12-4632-4092-8c1a-1409f5f97ac0,2022-04-25T15:14:54.359000+00:00,2022-04-25T15:19:05.593000+00:00,e7e82765-3e18-45ed-ade0-4eaa0b272d23,0,251316.0,656.0,2022-04-25T15:14:51.771238+00:00,2022-04-25T15:19:03.009631+00:00
8242f4ad-54cb-4898-a3b9-cc48d49358a6,2022-04-25T15:19:06.210000+00:00,NaT,e7e82765-3e18-45ed-ade0-4eaa0b272d23,0,,,2022-04-25T15:19:03.623926+00:00,2022-04-25T15:19:03.623926+00:00
e6ae73db-1f80-4b85-a81d-7dfad9664aaf,2022-04-25T15:21:51.950000+00:00,NaT,e7e82765-3e18-45ed-ade0-4eaa0b272d23,0,,,2022-04-25T15:21:49.383065+00:00,2022-04-25T15:21:49.383065+00:00
906d3b77-c922-4fa6-8a44-5146c4402c05,2022-04-25T15:28:56.155000+00:00,2022-04-25T15:32:23.685000+00:00,e7e82765-3e18-45ed-ade0-4eaa0b272d23,0,207489.0,1084.0,2022-04-25T15:28:53.571618+00:00,2022-04-25T15:32:21.107291+00:00
aac1a4f7-0e78-4edf-9fde-0906130b4c33,2022-04-25T16:46:21.148000+00:00,NaT,d904f29a-3e80-4dc2-a0eb-26b407a0dd8f,0,,,2022-04-25T16:46:21.165564+00:00,2022-04-25T16:46:21.165564+00:00
2411b807-3ab7-4b33-b903-d325ce48063a,2022-04-25T16:49:03.792000+00:00,NaT,4a3d1e7d-4c20-40d7-9a6c-648088729ff7,0,,,2022-04-25T16:49:03.902292+00:00,2022-04-25T16:49:03.902292+00:00
4c7fe9f8-60c1-4282-a721-ff1a0eb648c8,2022-04-25T16:49:35.862000+00:00,NaT,b1896daf-5e55-46a1-9a5b-2bda220c7ba7,0,,,2022-04-25T16:49:35.969660+00:00,2022-04-25T16:49:35.969660+00:00
e316756b-4332-445b-8dae-12fee179da0d,2022-04-25T20:28:25.506000+00:00,2022-04-25T20:32:31.231000+00:00,70106bac-d030-4759-85e9-362d8e9146be,0,242678.0,25.0,2022-04-25T20:28:24.805627+00:00,2022-04-25T20:32:34.647687+00:00
b333c1c8-570a-4e7b-ab22-455b7860bf32,2022-04-25T20:33:11.731000+00:00,NaT,70106bac-d030-4759-85e9-362d8e9146be,0,,,2022-04-25T20:33:10.442470+00:00,2022-04-25T20:33:10.442470+00:00
e185cf7e-5070-4739-9251-1883475f0f0c,2022-04-26T07:13:39.404000+00:00,NaT,82cd51f2-c45f-4c9c-a488-daf37b857eee,0,,,2022-04-26T07:13:39.618423+00:00,2022-04-26T07:13:39.618423+00:00
2ba926c4-9aa0-4d46-b9e4-a0f54326288f,2022-04-26T09:19:30.474000+00:00,NaT,eb2c3e57-2254-481a-9435-f64cfb99f0d0,0,,,2022-04-26T09:19:30.724010+00:00,2022-04-26T09:19:30.724010+00:00
41df7dc1-afab-449f-b7b0-fa759e3988cb,2022-04-26T09:42:14.126000+00:00,NaT,8bc3c757-f846-41e1-b2ca-9d07ebb31191,0,,,2022-04-26T09:42:15.869613+00:00,2022-04-26T09:42:15.869613+00:00
a2f2600b-72d4-40a4-8247-01d4d77d73e7,2022-04-26T09:43:58.524000+00:00,2022-04-26T09:54:21.155000+00:00,62a4022f-db5a-4667-b333-fa7454dc92d5,0,262442.0,136.0,2022-04-26T09:44:00.243838+00:00,2022-04-26T09:54:22.865478+00:00
e8b6b4e5-192f-489d-a609-c8867768d240,2022-04-26T09:55:09.991000+00:00,2022-04-26T10:06:08.750000+00:00,62a4022f-db5a-4667-b333-fa7454dc92d5,0,515921.0,6162.0,2022-04-26T09:55:11.710886+00:00,2022-04-26T10:06:10.477407+00:00
37f6d887-fca7-4d33-a964-906e86bae3e5,2022-04-26T10:06:26.896000+00:00,NaT,62a4022f-db5a-4667-b333-fa7454dc92d5,0,,,2022-04-26T10:06:28.607679+00:00,2022-04-26T10:06:28.607679+00:00
a9e4a982-4e2e-4b1d-93c6-e3e652a60cc6,2022-04-26T10:16:36.352000+00:00,NaT,02fbc1f3-9f9c-4de7-a1d2-2eb01e29d2d6,0,,,2022-04-26T10:16:35.432644+00:00,2022-04-26T10:16:35.432644+00:00
ac54e751-dca5-4e49-94c8-8d8a2e203b15,2022-04-26T10:30:23.912000+00:00,NaT,38511e6d-eda3-4c69-a520-987529f5b499,0,,,2022-04-26T10:30:19.947975+00:00,2022-04-26T10:30:19.947975+00:00
bc5ac752-e92b-45b9-9638-5fc7eb868118,2022-04-27T10:25:39.127000+00:00,2022-04-27T10:37:24.584000+00:00,e809f877-fb4f-4931-baa3-3051ec05579f,0,704703.0,21754.0,2022-04-27T10:25:33.812399+00:00,2022-04-27T10:37:19.228044+00:00
4de2ba47-5687-46d5-a9ef-b67b862a5a56,2022-04-28T06:21:22.359000+00:00,2022-04-28T06:34:20.760000+00:00,bf86fc47-3f52-4645-bb85-3ca974c78fba,0,778410.0,35259.0,2022-04-28T06:21:22.410072+00:00,2022-04-28T06:34:20.813156+00:00
5f797afb-0ff1-4c27-85b7-25917fe7d8aa,2022-04-28T06:34:25.978000+00:00,NaT,bf86fc47-3f52-4645-bb85-3ca974c78fba,0,,,2022-04-28T06:34:26.026461+00:00,2022-04-28T06:34:26.026461+00:00
914d5cd1-9112-4d26-aa73-ac47ac856370,2022-04-28T12:26:02.418000+00:00,NaT,ecf10c57-4b12-4c72-8bb0-7c11cd4d0b3d,0,,,2022-04-28T12:26:02.466444+00:00,2022-04-28T12:26:02.466444+00:00
a2d602b2-c84a-4c2f-856f-9d15b4f5c54a,2022-04-28T17:24:37.954000+00:00,NaT,e3ad51ab-769b-4b9e-abe4-7a60603e0783,0,,,2022-04-28T17:24:38.875097+00:00,2022-04-28T17:24:38.875097+00:00
71418046-df5a-459a-82c5-681e95e7d0a5,2022-04-28T17:27:47.795000+00:00,NaT,e3ad51ab-769b-4b9e-abe4-7a60603e0783,0,,,2022-04-28T17:27:48.727145+00:00,2022-04-28T17:27:48.727145+00:00
93a350d9-7bea-4356-bae6-e7000cdaf5ec,2022-04-29T07:07:16.183000+00:00,NaT,199c3c91-f28e-4c23-a04b-f599052025e2,0,,,2022-04-29T07:07:16.229880+00:00,2022-04-29T07:07:16.229880+00:00
d10e2a28-d3de-4c4a-89e5-112afb8ecbcc,2022-04-29T07:23:58.367000+00:00,NaT,9fb71d9c-9cae-4cec-9ec1-9e0200a3b9d3,0,,,2022-04-29T07:23:58.412073+00:00,2022-04-29T07:23:58.412073+00:00
bd70517c-9a4a-4c10-b0fe-44c53eb3350e,2022-04-30T06:19:19.917000+00:00,2022-04-30T06:25:17.776000+00:00,6cbc796e-eedd-49b2-a701-bdabf27da18f,0,357833.0,2590.0,2022-04-30T06:19:19.095537+00:00,2022-04-30T06:25:16.983577+00:00
d0d81b1c-c409-4500-97f8-165125a8823a,2022-04-30T06:25:32.345000+00:00,NaT,6cbc796e-eedd-49b2-a701-bdabf27da18f,0,,,2022-04-30T06:25:31.527364+00:00,2022-04-30T06:25:31.527364+00:00
c360e42e-8489-44f6-9359-227d436feacb,2022-04-30T09:44:46.635000+00:00,2022-04-30T09:47:46.521000+00:00,6430e358-63a8-49ae-a42b-f494a172f207,0,175986.0,24.0,2022-04-30T09:44:48.839496+00:00,2022-04-30T09:47:48.722777+00:00
860fac0d-8ab4-4400-b65a-aabc664c7531,2022-04-30T09:52:09.249000+00:00,NaT,6430e358-63a8-49ae-a42b-f494a172f207,0,,,2022-04-30T09:52:11.443374+00:00,2022-04-30T09:52:11.443374+00:00
eb3c2170-65b0-40a1-ad51-79d54be0d566,2022-04-30T12:17:40.105000+00:00,NaT,b02dcea4-574e-4165-9582-c5d52a3cf218,0,,,2022-04-30T12:17:40.347313+00:00,2022-04-30T12:17:40.347313+00:00
d40c0a7f-dae9-49e2-9531-ce0a0499d27c,2022-04-30T12:21:08.674000+00:00,NaT,b02dcea4-574e-4165-9582-c5d52a3cf218,0,,,2022-04-30T12:21:08.948819+00:00,2022-04-30T12:21:08.948819+00:00
5d15a96d-84fc-4a9b-8801-09f42362a338,2022-04-30T12:22:31.982000+00:00,NaT,b02dcea4-574e-4165-9582-c5d52a3cf218,0,,,2022-04-30T12:22:32.265718+00:00,2022-04-30T12:22:32.265718+00:00
6a8ba25e-a9d9-4842-9c82-2bfde8044fe6,2022-05-01T07:49:13.227000+00:00,NaT,c793cc1a-6bcf-488b-822c-fb895e7c15b2,0,,,2022-05-01T07:49:13.327876+00:00,2022-05-01T07:49:13.327876+00:00
6b24e0f7-6d6d-4a92-9136-669f3f0383f7,2022-05-01T08:03:01.307000+00:00,2022-05-01T08:17:39.086000+00:00,c793cc1a-6bcf-488b-822c-fb895e7c15b2,0,877657.0,86245.0,2022-05-01T08:03:01.381511+00:00,2022-05-01T08:17:39.172377+00:00
914877b7-fed9-440f-a871-382b03ce3608,2022-05-01T08:17:53.373000+00:00,NaT,c793cc1a-6bcf-488b-822c-fb895e7c15b2,0,,,2022-05-01T08:17:53.459591+00:00,2022-05-01T08:17:53.459591+00:00
320044f7-02d3-489a-b310-0342af3bc965,2022-05-02T07:52:19.992000+00:00,NaT,3239330b-d3ff-4e58-b1ed-89960bc53ccb,0,,,2022-05-02T07:52:20.180037+00:00,2022-05-02T07:52:20.180037+00:00
4c42e90d-6150-46c4-b9d9-9b1089cf6f49,2022-05-02T13:44:50.921000+00:00,2022-05-02T13:51:00.268000+00:00,2c6846c5-33be-4335-8e66-31578bfe9784,0,369103.0,2631.0,2022-05-02T13:44:49.747088+00:00,2022-05-02T13:50:59.100332+00:00
ead4aaa0-c200-445e-ae7a-9cf6f2611b92,2022-05-03T05:58:12.538000+00:00,2022-05-03T06:11:27.186000+00:00,91cc88a0-cc81-46fb-a0d6-1d69da19375d,0,794326.0,41254.0,2022-05-03T05:58:12.589174+00:00,2022-05-03T06:11:27.234111+00:00
69fdcb78-8abe-483e-bd38-d271794650ee,2022-05-03T06:11:27.666000+00:00,NaT,91cc88a0-cc81-46fb-a0d6-1d69da19375d,0,,,2022-05-03T06:11:27.711710+00:00,2022-05-03T06:11:27.711710+00:00
8027eabf-d170-4794-9f14-d2704c596011,2022-05-03T08:07:30.498000+00:00,2022-05-03T08:16:32.075000+00:00,adad64db-1df9-487c-b67a-b23d276b59f7,0,541624.0,12713.0,2022-05-03T08:07:30.537864+00:00,2022-05-03T08:16:32.120966+00:00
f663d365-8ebf-45ed-bdee-810ea2287c06,2022-05-03T13:26:58.690000+00:00,NaT,4859fded-70f5-431b-b994-5a91cfeecb4a,0,,,2022-05-03T13:26:58.829813+00:00,2022-05-03T13:26:58.829813+00:00
ac38a1a6-b831-4e20-a1e5-430a1e07a4f5,2022-05-04T06:57:04.773000+00:00,NaT,45ca06a5-af71-44c6-9201-1ca8f8dd251e,0,,,2022-05-04T06:57:04.748332+00:00,2022-05-04T06:57:04.748332+00:00
b5a48efe-fac2-4a25-a273-7d14957b4122,2022-05-04T06:57:10.096000+00:00,NaT,db3a122a-6b39-44a8-bbf9-f4e2e290527d,0,,,2022-05-04T06:57:10.140062+00:00,2022-05-04T06:57:10.140062+00:00
4288a63a-c4a1-4645-8dd9-a180da7436bc,2022-05-04T11:22:55.256000+00:00,NaT,c891cbef-80d5-4b10-8739-420f5db5fff0,0,,,2022-05-04T11:22:55.310405+00:00,2022-05-04T11:22:55.310405+00:00
5f0bdb62-792b-43f6-8201-201f58179104,2022-05-04T11:23:01.668000+00:00,NaT,aece3e64-bf0d-4c26-bb02-6c62f6b24061,0,,,2022-05-04T11:23:01.601543+00:00,2022-05-04T11:23:01.601543+00:00
4ef9db1f-93c0-40f2-9fe8-6847bd3fc16f,2022-05-04T11:24:05.635000+00:00,NaT,17209442-14a1-4407-a81d-b0fa82ea8d44,0,,,2022-05-04T11:24:05.666121+00:00,2022-05-04T11:24:05.666121+00:00
a7c81463-4e75-4f0f-bfd6-29e51ad14aee,2022-05-04T11:43:18.721000+00:00,NaT,8eefb3ec-ddaa-4448-81fe-053e4e0b05b0,0,,,2022-05-04T11:43:18.517755+00:00,2022-05-04T11:43:18.517755+00:00
52cf6af1-04c3-4478-8019-d44b23ad0efa,2022-05-04T11:44:14.260000+00:00,2022-05-04T11:47:13.324000+00:00,ef4f5acd-f023-41cd-ac5f-619b05472c45,0,160727.0,247.0,2022-05-04T11:44:14.055482+00:00,2022-05-04T11:47:13.119918+00:00
babafa41-d755-4ad4-bb4a-163fbc6ac8b5,2022-09-28T13:32:10.744000+00:00,NaT,a6a1f468-910a-44f6-8edf-cff5276ecfc8,0,,,2022-09-28T13:32:11.720402+00:00,2022-09-28T13:32:11.720402+00:00
8ad4eb0f-fa54-4e28-a5f6-4487631f1887,2022-09-28T14:14:09.556000+00:00,NaT,5e24e037-eaf5-4162-b36f-66e4cc963d40,0,,,2022-09-28T14:14:09.678231+00:00,2022-09-28T14:14:09.678231+00:00
d6f2f490-bd8f-430a-91bb-b4848c6ab546,2022-09-28T15:19:52.199000+00:00,2022-09-28T15:28:47.752000+00:00,234a3ac6-b1d9-4fb0-a7fb-8d6d292625db,0,535773.0,1120.0,2022-09-28T15:19:26.684727+00:00,2022-09-28T15:28:21.978886+00:00
5ec8c06c-ab2a-4666-ad6e-8ca36be50b42,2022-09-29T08:57:10.084000+00:00,NaT,c5cea013-cf08-4ee0-bdef-5ff770d4197b,0,,,2022-09-29T08:57:10.174649+00:00,2022-09-29T08:57:10.174649+00:00
bf9826d6-58a5-4a64-833b-205edbdc4646,2022-09-29T09:06:50.681000+00:00,NaT,91fe64d9-f204-4956-bee0-ff85f9e6759a,0,,,2022-09-29T09:06:51.106433+00:00,2022-09-29T09:06:51.106433+00:00
7b54da65-6ef9-4556-ab46-9cdef3588368,2022-09-29T09:07:16.313000+00:00,NaT,226a11e1-94fe-4d53-9052-c05032bd7f7c,0,,,2022-09-29T09:07:38.579727+00:00,2022-09-29T09:07:38.579727+00:00
0cee49d9-0d21-41d7-9316-7527278ad19d,2022-09-29T09:18:42.108000+00:00,2022-09-29T09:21:17.952000+00:00,c5cea013-cf08-4ee0-bdef-5ff770d4197b,0,156182.0,24.0,2022-09-29T09:18:42.258477+00:00,2022-09-29T09:21:18.077422+00:00
75760433-fdf5-4b89-9591-bfc8a6c1626b,2022-09-29T09:47:04.500000+00:00,NaT,ca1ae627-26ca-40c4-9b45-45ddddb2193b,0,,,2022-09-29T09:47:04.545581+00:00,2022-09-29T09:47:04.545581+00:00
d8e0fdce-9352-47ff-b256-7d3b74478908,2022-09-29T09:49:41.438000+00:00,NaT,ca1ae627-26ca-40c4-9b45-45ddddb2193b,0,,,2022-09-29T09:49:42.006952+00:00,2022-09-29T09:49:42.006952+00:00
6116b4aa-6a05-4295-b159-603d9a28a72a,2022-09-29T13:11:06.454000+00:00,NaT,4410f44f-2b6d-4ece-ac28-eb71695fda40,0,,,2022-09-29T13:11:07.863559+00:00,2022-09-29T13:11:07.863559+00:00
e521293a-a4cb-4b27-b583-5f80b008ecf3,2022-09-29T13:15:14.314000+00:00,2022-09-29T13:18:56.004000+00:00,4410f44f-2b6d-4ece-ac28-eb71695fda40,0,221688.0,366.0,2022-09-29T13:15:15.717645+00:00,2022-09-29T13:18:57.461527+00:00
0b59b3bc-ebe5-403d-a5dd-5e06cbf57d36,2022-09-29T13:20:37.412000+00:00,NaT,d906d9b8-41cd-458b-865b-98bb1ec933ef,0,,,2022-09-29T13:20:34.935317+00:00,2022-09-29T13:20:34.935317+00:00
28ea2717-f872-4dad-bdab-6baa4c1a58b2,2022-09-29T13:19:09.327000+00:00,2022-09-29T13:23:52.817000+00:00,a49ea0b1-e923-4f4b-92bd-00bc4e8ead6e,0,282861.0,149.0,2022-09-29T13:19:09.490937+00:00,2022-09-29T13:23:52.914544+00:00
2fca1e0b-4cf8-4b65-ba61-893965f66ff7,2022-09-29T13:50:24.750000+00:00,NaT,e6659b73-0d2d-4c07-a386-d79c68cd529c,0,,,2022-09-29T13:50:23.846614+00:00,2022-09-29T13:50:23.846614+00:00
26be4d1d-2be7-4aa8-a7ab-9c9011f07a76,2022-09-29T13:56:41.882000+00:00,2022-09-29T13:59:10.647000+00:00,e6659b73-0d2d-4c07-a386-d79c68cd529c,0,140447.0,5.0,2022-09-29T13:56:41.886721+00:00,2022-09-29T13:59:10.664470+00:00
500bdcc4-c7ec-4f52-b530-9db00685ae10,2022-09-29T14:20:03.653000+00:00,NaT,c8baee94-30e9-4b3f-aa0a-c7055bd48855,0,,,2022-09-29T14:20:04.922276+00:00,2022-09-29T14:20:04.922276+00:00
c81e148d-6edf-4968-a6aa-48186e4633bc,2022-09-29T14:36:44.224000+00:00,2022-09-29T14:44:20.811000+00:00,c8baee94-30e9-4b3f-aa0a-c7055bd48855,0,327126.0,835.0,2022-09-29T14:36:45.533694+00:00,2022-09-29T14:44:22.103986+00:00
36da89e1-6d9b-4427-b7e6-958fcb514a90,2022-09-29T15:27:05.427000+00:00,NaT,aa0c5640-d95c-4644-9d46-bb590a66ab6b,0,,,2022-09-29T15:27:04.784694+00:00,2022-09-29T15:27:04.784694+00:00
f1da424f-c699-4549-b725-26f978bfa1de,2022-09-29T15:32:22.564000+00:00,NaT,e86b3627-1ba1-420b-b792-27eb4157cdd9,0,,,2022-09-29T15:32:23.544095+00:00,2022-09-29T15:32:23.544095+00:00
3ddf62d2-825b-4f45-b8c3-70f1cd290b09,2022-09-29T15:38:03.913000+00:00,2022-09-29T15:40:53.863000+00:00,e86b3627-1ba1-420b-b792-27eb4157cdd9,0,169741.0,21.0,2022-09-29T15:38:04.927879+00:00,2022-09-29T15:40:54.860977+00:00
9a7004de-b200-4876-b479-27b2e3893b0f,2022-09-29T17:17:12.581000+00:00,NaT,945a65f5-7f61-4eea-9319-a8961f6e8285,0,,,2022-09-29T17:17:12.798808+00:00,2022-09-29T17:17:12.798808+00:00
a85e4a1d-bbe2-40a5-b6f2-dc83da5c5a41,2022-09-29T17:18:29.750000+00:00,NaT,4d118ccd-86f5-41bb-a43c-a9d349c429b3,0,,,2022-09-29T17:18:31.171491+00:00,2022-09-29T17:18:31.171491+00:00
80950a71-6978-4605-be32-a7a0f09e0725,2022-09-29T18:12:59.677000+00:00,2022-09-29T18:18:53.111000+00:00,65d4f57e-cf78-4396-aab9-751f03f4f210,0,353067.0,2093.0,2022-09-29T18:13:00.032610+00:00,2022-09-29T18:18:53.471295+00:00
a072f924-e9bb-4d76-9cb3-3455cf70e41c,2022-09-29T13:44:05.604000+00:00,2022-09-30T06:08:50.949000+00:00,c5cea013-cf08-4ee0-bdef-5ff770d4197b,0,137976.0,0.0,2022-09-29T13:44:06.000612+00:00,2022-09-30T06:08:51.027499+00:00
f30e382f-026e-4070-9b22-b14be5aa902e,2022-09-30T06:28:02.592000+00:00,2022-09-30T06:30:47.254000+00:00,571260f6-d559-4913-8707-3d94e2f2a9c1,0,164871.0,28.0,2022-09-30T06:28:22.823034+00:00,2022-09-30T06:31:07.482264+00:00
