id,page_id,word_id,ocr_transcript,ocr_confidence,created_at,updated_at
d8060526-39b5-4aff-897d-6d8f3694a947,ARBEI_19190109_001,1360,t,0.78,2022-04-19T17:46:04.877511+00:00,2022-06-21T15:14:05.419795+00:00
bf905419-1752-42a7-b20f-0fe6c323072d,ARBEI_19190109_001,1361,a,0.37,2022-04-19T17:46:05.351016+00:00,2022-06-21T15:14:05.419795+00:00
a4a95a11-d7bb-4e81-a2bc-e8392b3d2c34,ARBEI_19190109_001,0,»vezrlAsVretsr:,0.36933333,2022-04-19T17:35:23.358647+00:00,2022-06-21T15:14:05.419795+00:00
beab7321-999c-425c-b4ab-e4d789e908e6,ARBEI_19190109_001,1,Vretteljützrtk»,0.42733333,2022-04-19T17:35:23.871868+00:00,2022-06-21T15:14:05.419795+00:00
00086368-79ae-4cdf-96b8-79c0983d5194,ARBEI_19190109_001,2,K,0.29,2022-04-19T17:35:24.373476+00:00,2022-06-21T15:14:05.419795+00:00
8bddc8ef-f5ba-4213-b495-d6b5b5ac456e,ARBEI_19190109_001,3,1.25,0.39,2022-04-19T17:35:24.831289+00:00,2022-06-21T15:14:05.419795+00:00
cdb06799-34e6-4bb7-8a0b-bcaccb970e04,ARBEI_19190109_001,4,Halt'jLkrig,0.49636364,2022-04-19T17:35:25.312920+00:00,2022-06-21T15:14:05.419795+00:00
2b594492-6e60-4d72-978f-20dc8e39f7f8,ARBEI_19190109_001,5,K,0.99,2022-04-19T17:35:25.780708+00:00,2022-06-21T15:14:05.419795+00:00
bbbd8be6-9ef6-4ae7-9275-ac15ac81873e,ARBEI_19190109_001,6,2.S0.,0.556,2022-04-19T17:35:26.241000+00:00,2022-06-21T15:14:05.419795+00:00
ae64be51-b98d-4404-8e39-d67ce8fcf07e,ARBEI_19190109_001,7,"Ganzjühüs,",0.392,2022-04-19T17:35:26.706705+00:00,2022-06-21T15:14:05.419795+00:00
9c4cb260-0ebf-4442-9856-8c5edfdde51d,ARBEI_19190109_001,8,K,1.0,2022-04-19T17:35:27.191654+00:00,2022-06-21T15:14:05.419795+00:00
65a59d47-b1b1-4e09-a8e0-fad7c37986cb,ARBEI_19190109_001,9,8.-,0.74,2022-04-19T17:35:27.679125+00:00,2022-06-21T15:14:05.419795+00:00
e2dcd762-7bb6-438d-aee2-e3c858bf957e,ARBEI_19190109_001,10,Ginzelne,0.33375,2022-04-19T17:35:28.141292+00:00,2022-06-21T15:14:05.419795+00:00
dced3b4f-d053-442e-87ac-cf9522088f28,ARBEI_19190109_001,11,Niimmei,0.53,2022-04-19T17:35:28.599903+00:00,2022-06-21T15:14:05.419795+00:00
8e13effb-8487-479f-b2da-851a355e4a7c,ARBEI_19190109_001,12,10,0.26,2022-04-19T17:35:29.079146+00:00,2022-06-21T15:14:05.419795+00:00
70254ab8-b1e0-448d-9075-8c3350d23627,ARBEI_19190109_001,13,R,0.25,2022-04-19T17:35:29.532199+00:00,2022-06-21T15:14:05.419795+00:00
6cbbd8ad-c05b-449e-b7d9-2da635c773a3,ARBEI_19190109_001,14,e,0.28,2022-04-19T17:35:29.999709+00:00,2022-06-21T15:14:05.419795+00:00
3107fee8-332c-44b3-a99a-eb3e623c6e84,ARBEI_19190109_001,98,der,0.48333332,2022-04-19T17:36:10.335648+00:00,2022-06-21T15:14:05.419795+00:00
1f64ed68-9350-4898-9383-bbbcb6500061,ARBEI_19190109_001,99,t,1.0,2022-04-19T17:36:10.862536+00:00,2022-06-21T15:14:05.419795+00:00
a9a86eff-7770-46b2-9d59-fb7f915788c3,ARBEI_19190109_001,100,eimat,0.722,2022-04-19T17:36:11.334980+00:00,2022-06-21T15:14:05.419795+00:00
cd88f0a2-a1cf-47ab-b76f-ad7858d35fab,ARBEI_19190109_001,101,"schrieb,",0.70125,2022-04-19T17:36:11.794369+00:00,2022-06-21T15:14:05.419795+00:00
ebbe6e73-7955-4451-9c96-09d1cdde0bd6,ARBEI_19190109_001,102,zum,0.40333334,2022-04-19T17:36:12.266730+00:00,2022-06-21T15:14:05.419795+00:00
839442f0-bb13-491c-83d6-36d6e357bcf1,ARBEI_19190109_001,103,schwersten,0.738,2022-04-19T17:36:12.730467+00:00,2022-06-21T15:14:05.419795+00:00
e00565b3-4b0b-4c65-93ca-de276e84a0f6,ARBEI_19190109_001,15,d,0.26,2022-04-19T17:35:30.464133+00:00,2022-06-21T15:14:05.419795+00:00
59844b15-07cb-4c79-a4d7-8ef9f47c06d9,ARBEI_19190109_001,16,a,0.35,2022-04-19T17:35:30.912334+00:00,2022-06-21T15:14:05.419795+00:00
dc31f2eb-c539-4670-9955-40303759e900,ARBEI_19190109_001,17,k,0.35,2022-04-19T17:35:31.353669+00:00,2022-06-21T15:14:05.419795+00:00
4125001c-6932-4c70-9615-fdbcb63f60a3,ARBEI_19190109_001,18,l,0.37,2022-04-19T17:35:31.795065+00:00,2022-06-21T15:14:05.419795+00:00
d54e1884-20c5-495d-bd63-ed4889d50a34,ARBEI_19190109_001,19,i,0.27,2022-04-19T17:35:32.232502+00:00,2022-06-21T15:14:05.419795+00:00
f362a082-ceb5-406b-a3ba-38ef380548eb,ARBEI_19190109_001,25,l,0.29,2022-04-19T17:35:35.043560+00:00,2022-06-21T15:14:05.419795+00:00
5115eeeb-7daf-4703-9fee-f54aac6c7f7c,ARBEI_19190109_001,104,Vorwurf,0.5814286,2022-04-19T17:36:13.194614+00:00,2022-06-21T15:14:05.419795+00:00
fc916258-ddb7-41f8-b4f3-520d1d88e96c,ARBEI_19190109_001,105,der,0.52,2022-04-19T17:36:13.660435+00:00,2022-06-21T15:14:05.419795+00:00
7eba4c3f-be07-4d30-8e81-c8151d6105f4,ARBEI_19190109_001,106,riegshetze,0.694,2022-04-19T17:36:14.121190+00:00,2022-06-21T15:14:05.419795+00:00
05d8fc62-74d5-4116-b8c4-46788bbf2ff8,ARBEI_19190109_001,20,0,0.32,2022-04-19T17:35:32.740840+00:00,2022-06-21T15:14:05.419795+00:00
e8fe190d-a9c4-4be9-8ab0-d1ff2e5bea91,ARBEI_19190109_001,21,n,0.28,2022-04-19T17:35:33.168780+00:00,2022-06-21T15:14:05.419795+00:00
71e602e8-076c-46ac-8db9-a875fb86a8cb,ARBEI_19190109_001,48,Verbandes,0.59444445,2022-04-19T17:35:46.776748+00:00,2022-06-21T15:14:05.419795+00:00
ae5c26a3-997c-4831-96ab-cfa933d35225,ARBEI_19190109_001,49,katholischer,0.43333334,2022-04-19T17:35:47.262390+00:00,2022-06-21T15:14:05.419795+00:00
c7e588b7-386e-4ff7-8dc2-d0b0d3b1a04b,ARBEI_19190109_001,50,Arbeitervereine,0.40333334,2022-04-19T17:35:47.726771+00:00,2022-06-21T15:14:05.419795+00:00
c210961a-1db3-41d5-99a1-313c052fcf95,ARBEI_19190109_001,51,Deutschtirols.,0.605,2022-04-19T17:35:48.187469+00:00,2022-06-21T15:14:05.419795+00:00
83f25561-0412-4fa5-a9e2-9531cbc51512,ARBEI_19190109_001,52,"r-l»K.R,.^..",0.72083336,2022-04-19T17:35:48.626516+00:00,2022-06-21T15:14:05.419795+00:00
7830bc02-7bbe-49a4-9372-a9a879dcceb6,ARBEI_19190109_001,53,ÄLr.,0.5025,2022-04-19T17:35:49.115847+00:00,2022-06-21T15:14:05.419795+00:00
3e9167a0-d3cd-4644-a834-2d2d6ca64091,ARBEI_19190109_001,54,"Jnnsvrrrtt,",0.4090909,2022-04-19T17:35:49.553155+00:00,2022-06-21T15:14:05.419795+00:00
cb0db6d6-8d05-40bb-be49-23f6d6dc4b91,ARBEI_19190109_001,55,am,0.325,2022-04-19T17:35:50.043808+00:00,2022-06-21T15:14:05.419795+00:00
ac0d6075-5aa5-4999-91d2-f4af866f5bdf,ARBEI_19190109_001,56,9.,0.695,2022-04-19T17:35:50.507134+00:00,2022-06-21T15:14:05.419795+00:00
d0dca0cc-9995-4444-9714-29eca89591fe,ARBEI_19190109_001,57,Jänner,0.585,2022-04-19T17:35:50.961172+00:00,2022-06-21T15:14:05.419795+00:00
fcc4638d-17a3-4c43-8f27-ce2db39f18f3,ARBEI_19190109_001,58,W19.,0.74,2022-04-19T17:35:51.439640+00:00,2022-06-21T15:14:05.419795+00:00
dbac1ffa-d0a6-4c56-b470-5d08b820405f,ARBEI_19190109_001,22,L,0.22,2022-04-19T17:35:33.640739+00:00,2022-06-21T15:14:05.419795+00:00
6f4f46ef-8717-4edb-973f-ea41fb5f44e4,ARBEI_19190109_001,23,s,0.32,2022-04-19T17:35:34.083505+00:00,2022-06-21T15:14:05.419795+00:00
305da972-e396-48a0-8386-95146dbaba46,ARBEI_19190109_001,24,ch,0.31,2022-04-19T17:35:34.570216+00:00,2022-06-21T15:14:05.419795+00:00
bf06d55d-5cbc-42ea-9ed3-a94c4ed806f7,ARBEI_19190109_001,93,"Wort,",0.496,2022-04-19T17:36:08.000832+00:00,2022-06-21T15:14:05.419795+00:00
5e9b61de-8899-44ce-9bd4-cd3fe16f5bb9,ARBEI_19190109_001,94,das,0.69666666,2022-04-19T17:36:08.470638+00:00,2022-06-21T15:14:05.419795+00:00
8b4bdeb8-1a6d-4b94-ad3a-37193d6cb821,ARBEI_19190109_001,95,diese,0.568,2022-04-19T17:36:08.922218+00:00,2022-06-21T15:14:05.419795+00:00
5f5aa5af-b9bf-459f-8acc-8a75544a2836,ARBEI_19190109_001,96,zur,0.36666667,2022-04-19T17:36:09.396967+00:00,2022-06-21T15:14:05.419795+00:00
c0b4b596-233b-436b-985f-0d07f3c1b21a,ARBEI_19190109_001,97,Verteidigung,0.745,2022-04-19T17:36:09.854307+00:00,2022-06-21T15:14:05.419795+00:00
86829417-ff44-410e-b081-0589d20483a2,ARBEI_19190109_001,26,u,0.32,2022-04-19T17:35:35.521123+00:00,2022-06-21T15:14:05.419795+00:00
12fcc5bb-8fc0-40d1-81c6-8afdbf56c5c4,ARBEI_19190109_001,27,ä.,0.41,2022-04-19T17:35:36.007307+00:00,2022-06-21T15:14:05.419795+00:00
23c6a489-5815-4fb5-9cc1-cb8f862d1de8,ARBEI_19190109_001,28,Mittwoch,0.33875,2022-04-19T17:35:36.470564+00:00,2022-06-21T15:14:05.419795+00:00
44425528-58d0-4dfc-83fd-176223264d1f,ARBEI_19190109_001,29,vormittag,0.33555555,2022-04-19T17:35:37.012850+00:00,2022-06-21T15:14:05.419795+00:00
3ba6e711-cb6d-47b6-88f9-2c213b3283be,ARBEI_19190109_001,30,Da»,0.5366667,2022-04-19T17:35:37.450195+00:00,2022-06-21T15:14:05.419795+00:00
243f937c-80ce-4a21-bad2-e74065a60aa1,ARBEI_19190109_001,31,E'a'i,0.566,2022-04-19T17:35:37.969655+00:00,2022-06-21T15:14:05.419795+00:00
1c4b117b-519e-4023-aa95-71315a333bef,ARBEI_19190109_001,32,erschein*,0.2911111,2022-04-19T17:35:38.449943+00:00,2022-06-21T15:14:05.419795+00:00
cea81b27-16ad-4d08-87d3-8e6f3c83a158,ARBEI_19190109_001,33,icden,0.658,2022-04-19T17:35:38.892766+00:00,2022-06-21T15:14:05.419795+00:00
c7e292ef-ff9a-4943-999f-27c84aa70317,ARBEI_19190109_001,34,Donner»tag.,0.38272727,2022-04-19T17:35:39.348199+00:00,2022-06-21T15:14:05.419795+00:00
94c4149d-afde-47fc-a29a-b7ae0ec24f51,ARBEI_19190109_001,35,:::,0.6066667,2022-04-19T17:35:39.808188+00:00,2022-06-21T15:14:05.419795+00:00
f88e9dfe-0527-4515-a100-ea6bd07a2a83,ARBEI_19190109_001,36,Zeitung,0.41714287,2022-04-19T17:35:40.271904+00:00,2022-06-21T15:14:05.419795+00:00
80b24463-5e1b-4f8f-97ec-01854abaac4f,ARBEI_19190109_001,37,für,0.76,2022-04-19T17:35:40.761215+00:00,2022-06-21T15:14:05.419795+00:00
7341b821-9b40-4d8a-81e0-1e42e2df85b9,ARBEI_19190109_001,38,die,0.48666668,2022-04-19T17:35:41.292326+00:00,2022-06-21T15:14:05.419795+00:00
02132673-971a-40d5-b0d6-296a91c4ce69,ARBEI_19190109_001,39,Interessen,0.284,2022-04-19T17:35:41.751992+00:00,2022-06-21T15:14:05.419795+00:00
dfb41d47-3521-448b-a274-2c24d4946e96,ARBEI_19190109_001,40,der,0.28333333,2022-04-19T17:35:42.255159+00:00,2022-06-21T15:14:05.419795+00:00
5d714fbf-39f6-4c81-a862-0b40541ab100,ARBEI_19190109_001,41,:::,0.49,2022-04-19T17:35:42.719996+00:00,2022-06-21T15:14:05.419795+00:00
67e42199-7e17-4ef4-bde9-17dd91e6a079,ARBEI_19190109_001,42,arbeitenden,0.5872727,2022-04-19T17:35:43.265701+00:00,2022-06-21T15:14:05.419795+00:00
c668e0d0-1c2d-4846-9f1b-65a28c987e71,ARBEI_19190109_001,43,Stände,0.67333335,2022-04-19T17:35:43.760954+00:00,2022-06-21T15:14:05.419795+00:00
75c10268-946f-4756-9a11-ae22f4cd8334,ARBEI_19190109_001,44,der,0.6533333,2022-04-19T17:35:44.794220+00:00,2022-06-21T15:14:05.419795+00:00
7325167a-5934-45b4-bc9f-92724b9c0e24,ARBEI_19190109_001,45,Alpenländer,0.45909092,2022-04-19T17:35:45.270378+00:00,2022-06-21T15:14:05.419795+00:00
ffc395c4-98a2-416b-8dab-5ffb8e14ebec,ARBEI_19190109_001,46,Organ,0.454,2022-04-19T17:35:45.826188+00:00,2022-06-21T15:14:05.419795+00:00
4e2fc4f8-8505-491a-a164-0d10556e4db2,ARBEI_19190109_001,59,10.,1.0,2022-04-19T17:35:51.900819+00:00,2022-06-21T15:14:05.419795+00:00
561841e3-fb0b-4f3a-8206-e71237ee1b44,ARBEI_19190109_001,60,^ayrqang.,0.41444445,2022-04-19T17:35:52.343892+00:00,2022-06-21T15:14:05.419795+00:00
da8aad3a-e22d-42da-ba29-a44b7f26ce0a,ARBEI_19190109_001,61,Ui,0.12,2022-04-19T17:35:52.831738+00:00,2022-06-21T15:14:05.419795+00:00
dcfd07de-8cb8-4084-a898-6b89e9cf95ff,ARBEI_19190109_001,62,6MHIrne,0.43857142,2022-04-19T17:35:53.294732+00:00,2022-06-21T15:14:05.419795+00:00
e9b71dfd-9a14-4aab-9651-a55d21130f51,ARBEI_19190109_001,63,Des,0.16666667,2022-04-19T17:35:53.785854+00:00,2022-06-21T15:14:05.419795+00:00
7ab4c24b-2c5d-4599-a273-0ab299696b47,ARBEI_19190109_001,64,ieltlticoes.,0.4075,2022-04-19T17:35:54.280654+00:00,2022-06-21T15:14:05.419795+00:00
14f2cdfa-94eb-441d-ad0d-93f98f66ccd6,ARBEI_19190109_001,65,II.,0.9866667,2022-04-19T17:35:54.796974+00:00,2022-06-21T15:14:05.419795+00:00
573d1437-6038-474d-8c12-f7a2e4bc9b7b,ARBEI_19190109_001,66,Das,0.5466667,2022-04-19T17:35:55.325532+00:00,2022-06-21T15:14:05.419795+00:00
c50550c7-f750-439e-b7a5-4d3ab037bf2a,ARBEI_19190109_001,67,kurze,0.448,2022-04-19T17:35:55.839507+00:00,2022-06-21T15:14:05.419795+00:00
d61d7e7a-3fde-45d3-8bb4-928ef770b0ad,ARBEI_19190109_001,68,Gedachtes,0.43444446,2022-04-19T17:35:56.321597+00:00,2022-06-21T15:14:05.419795+00:00
24e3cfb2-6ca7-496a-8498-dd8a09a76f51,ARBEI_19190109_001,69,der,0.50666666,2022-04-19T17:35:56.811158+00:00,2022-06-21T15:14:05.419795+00:00
5aaefddd-5751-49a4-ac09-f64f125a5211,ARBEI_19190109_001,70,Wiener,0.41,2022-04-19T17:35:57.240411+00:00,2022-06-21T15:14:05.419795+00:00
14b02d8b-260e-44b0-b00f-a9721158f3f1,ARBEI_19190109_001,71,„Arbeiter-,0.439,2022-04-19T17:35:57.711776+00:00,2022-06-21T15:14:05.419795+00:00
e34de7d2-d584-43ef-8661-886b982a6a35,ARBEI_19190109_001,72,"Zeitung"".",0.5,2022-04-19T17:35:58.153296+00:00,2022-06-21T15:14:05.419795+00:00
386a2d35-755c-4eb7-ad61-e801d502e8c0,ARBEI_19190109_001,73,Wir,0.39333335,2022-04-19T17:35:58.606977+00:00,2022-06-21T15:14:05.419795+00:00
6f0738cf-7b1c-40c4-9bfb-f4a4ae7deedc,ARBEI_19190109_001,74,haben,0.462,2022-04-19T17:35:59.066321+00:00,2022-06-21T15:14:05.419795+00:00
e65e574f-b910-43f4-9832-35491741bca3,ARBEI_19190109_001,75,bereits,0.41714287,2022-04-19T17:35:59.500985+00:00,2022-06-21T15:14:05.419795+00:00
949384d1-8a0c-4299-8cc1-e8ce13f790ae,ARBEI_19190109_001,76,in,0.515,2022-04-19T17:35:59.930569+00:00,2022-06-21T15:14:05.419795+00:00
56057a12-08b0-499b-8086-1577b75f87e6,ARBEI_19190109_001,77,letzter,0.66,2022-04-19T17:36:00.376012+00:00,2022-06-21T15:14:05.419795+00:00
829c9c01-b58f-432c-9170-ab2a58cd2f91,ARBEI_19190109_001,78,Nummer,0.53333336,2022-04-19T17:36:00.858619+00:00,2022-06-21T15:14:05.419795+00:00
1fe026f1-0b40-4194-ad60-0537c193af3f,ARBEI_19190109_001,79,an,0.805,2022-04-19T17:36:01.451534+00:00,2022-06-21T15:14:05.419795+00:00
53b0aef4-1ac5-485e-bbcc-c802f3683064,ARBEI_19190109_001,80,einem,0.592,2022-04-19T17:36:01.887797+00:00,2022-06-21T15:14:05.419795+00:00
390669ae-41c9-4288-9e0c-f22f1c018030,ARBEI_19190109_001,81,Beispiele,0.6,2022-04-19T17:36:02.355002+00:00,2022-06-21T15:14:05.419795+00:00
b8f3e27d-b7be-492d-bd12-c0e5453b27dc,ARBEI_19190109_001,82,"gezeigt,",0.53,2022-04-19T17:36:02.830520+00:00,2022-06-21T15:14:05.419795+00:00
47690ad2-3183-458d-bd04-35c15c1bfd1b,ARBEI_19190109_001,83,daß,0.37666667,2022-04-19T17:36:03.299283+00:00,2022-06-21T15:14:05.419795+00:00
e85c72a1-0ab6-4a24-84cf-949fe05c1283,ARBEI_19190109_001,84,dieselbe,0.68125,2022-04-19T17:36:03.775249+00:00,2022-06-21T15:14:05.419795+00:00
35785734-e49d-41f5-b8e4-16121c027861,ARBEI_19190109_001,85,„Arbei,0.73833334,2022-04-19T17:36:04.242922+00:00,2022-06-21T15:14:05.419795+00:00
727547fd-8bff-4ad0-ba65-4725b5a351f9,ARBEI_19190109_001,86,"ter-Zeitung"",",0.5769231,2022-04-19T17:36:04.717890+00:00,2022-06-21T15:14:05.419795+00:00
8dc66deb-c7c1-485e-a977-c6dab187164e,ARBEI_19190109_001,87,die,0.42666668,2022-04-19T17:36:05.211107+00:00,2022-06-21T15:14:05.419795+00:00
039f964c-12c9-4329-983a-3b8f671e9e9f,ARBEI_19190109_001,88,heute,0.492,2022-04-19T17:36:05.674468+00:00,2022-06-21T15:14:05.419795+00:00
d0cca5ae-0b34-4316-9ee8-1a7f006c9b4a,ARBEI_19190109_001,89,der,0.58,2022-04-19T17:36:06.118364+00:00,2022-06-21T15:14:05.419795+00:00
d6b7b60b-db2b-45bc-a03d-2dc9209e4ec7,ARBEI_19190109_001,90,christlichen,0.56583333,2022-04-19T17:36:06.588091+00:00,2022-06-21T15:14:05.419795+00:00
8ca4f8be-2306-4ea1-93dc-01593543e563,ARBEI_19190109_001,91,Presse,0.5783333,2022-04-19T17:36:07.057984+00:00,2022-06-21T15:14:05.419795+00:00
448a771f-97c3-47d1-995d-5ebe6e5d69d7,ARBEI_19190109_001,92,jedes,0.518,2022-04-19T17:36:07.521764+00:00,2022-06-21T15:14:05.419795+00:00
0e0ced7c-19c5-4116-bbba-075710630b72,ARBEI_19190109_001,107,"stempelt,",0.6588889,2022-04-19T17:36:14.591967+00:00,2022-06-21T15:14:05.419795+00:00
8ef97c97-257a-4df7-a20c-604590180f75,ARBEI_19190109_001,108,im,0.715,2022-04-19T17:36:15.081849+00:00,2022-06-21T15:14:05.419795+00:00
2633588b-05db-4992-aade-394031b606cc,ARBEI_19190109_001,109,Jahre,0.616,2022-04-19T17:36:15.552168+00:00,2022-06-21T15:14:05.419795+00:00
38398faa-3fa9-47ce-91c3-e25aac22d20f,ARBEI_19190109_001,110,1914,0.8675,2022-04-19T17:36:16.049382+00:00,2022-06-21T15:14:05.419795+00:00
7ae35236-708a-48fb-aab6-3571e4ce08f7,ARBEI_19190109_001,111,selber,0.555,2022-04-19T17:36:16.585906+00:00,2022-06-21T15:14:05.419795+00:00
679fc542-5d0c-4ce1-b9eb-2a0f88f1a049,ARBEI_19190109_001,112,den,0.61333334,2022-04-19T17:36:17.052553+00:00,2022-06-21T15:14:05.419795+00:00
4d44872a-5596-441e-bb5e-8e8d6dc67024,ARBEI_19190109_001,113,Krieg,0.612,2022-04-19T17:36:17.484077+00:00,2022-06-21T15:14:05.419795+00:00
34c82e15-bc16-4ed8-a104-bb0a2bd3fc40,ARBEI_19190109_001,114,als,0.64,2022-04-19T17:36:17.938149+00:00,2022-06-21T15:14:05.419795+00:00
4813be17-4fdd-4134-a5f5-bda7753a0656,ARBEI_19190109_001,115,natürlich,0.8666667,2022-04-19T17:36:18.431460+00:00,2022-06-21T15:14:05.419795+00:00
d9ce784f-148b-4f45-a9ef-670cdbdd0c26,ARBEI_19190109_001,116,"berechtigt,",0.80636364,2022-04-19T17:36:18.968460+00:00,2022-06-21T15:14:05.419795+00:00
8bf6c37a-5606-4d47-ac39-95590024c59a,ARBEI_19190109_001,117,ja,0.45,2022-04-19T17:36:19.465824+00:00,2022-06-21T15:14:05.419795+00:00
5a8c8129-e830-4d76-a793-5a9bf668f9bb,ARBEI_19190109_001,118,notwendig,0.56666666,2022-04-19T17:36:19.949468+00:00,2022-06-21T15:14:05.419795+00:00
703d87dc-ebff-4523-8b40-bc5e12636f05,ARBEI_19190109_001,119,angesehen,0.5911111,2022-04-19T17:36:20.453121+00:00,2022-06-21T15:14:05.419795+00:00
cb3c721d-4b3b-4e99-af7b-b6cf79d5b21f,ARBEI_19190109_001,120,hat.,0.5875,2022-04-19T17:36:20.921397+00:00,2022-06-21T15:14:05.419795+00:00
43d6761c-61c7-468a-b06b-d84ff94598f5,ARBEI_19190109_001,121,Solche,0.7783333,2022-04-19T17:36:21.461085+00:00,2022-06-21T15:14:05.419795+00:00
199a90d8-ba78-4c16-adff-26750f9d69b5,ARBEI_19190109_001,122,Bei,0.88,2022-04-19T17:36:21.998740+00:00,2022-06-21T15:14:05.419795+00:00
4b79bfaa-1f66-421d-bf93-ca453779f017,ARBEI_19190109_001,123,spiele,0.7183333,2022-04-19T17:36:22.468346+00:00,2022-06-21T15:14:05.419795+00:00
15341b5e-c592-4127-ace4-ea9400ddcdfc,ARBEI_19190109_001,124,ließen,0.7083333,2022-04-19T17:36:22.896132+00:00,2022-06-21T15:14:05.419795+00:00
b912bf07-6a33-486a-8a9d-9d94ff63ad95,ARBEI_19190109_001,125,sich,0.8925,2022-04-19T17:36:23.372614+00:00,2022-06-21T15:14:05.419795+00:00
3d9cbc60-0c3e-47a8-8b40-8f8d262aa06e,ARBEI_19190109_001,126,leicht,0.64666665,2022-04-19T17:36:23.812723+00:00,2022-06-21T15:14:05.419795+00:00
5bb68120-4508-424f-b785-c06e236801c8,ARBEI_19190109_001,127,noch,0.8375,2022-04-19T17:36:24.262553+00:00,2022-06-21T15:14:05.419795+00:00
